[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2022-05-30 01:38:15.064756 I | etcdmain: etcd Version: 3.4.13
2022-05-30 07:57:53.083527 W | etcdserver: read-only range request "key:\"/registry/configmaps/configmap-4400/\" range_end:\"/registry/configmaps/configmap-44000\" " with result "range_response_count:0 size:6" took too long (100.868274ms) to execute
2022-05-30 07:57:53.083843 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims/\" range_end:\"/registry/persistentvolumeclaims0\" count_only:true " with result "range_response_count:0 size:6" took too long (102.379181ms) to execute
2022-05-30 07:57:53.305300 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (172.189456ms) to execute
2022-05-30 07:57:53.305768 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (207.661414ms) to execute
2022-05-30 07:57:53.305952 W | etcdserver: read-only range request "key:\"/registry/rolebindings/configmap-4400/\" range_end:\"/registry/rolebindings/configmap-44000\" " with result "range_response_count:0 size:6" took too long (209.721779ms) to execute
2022-05-30 07:57:53.551569 W | etcdserver: read-only range request "key:\"/registry/ingress/configmap-4400/\" range_end:\"/registry/ingress/configmap-44000\" " with result "range_response_count:0 size:6" took too long (141.441463ms) to execute
2022-05-30 07:57:53.805164 W | etcdserver: read-only range request "key:\"/registry/namespaces/configmap-4400\" " with result "range_response_count:1 size:1838" took too long (151.740439ms) to execute
2022-05-30 07:57:56.318482 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (182.539136ms) to execute
2022-05-30 07:57:56.319432 W | etcdserver: read-only range request "key:\"/registry/deployments/crd-webhook-5093/sample-crd-conversion-webhook-deployment\" " with result "range_response_count:1 size:3384" took too long (437.408627ms) to execute
2022-05-30 07:57:57.298095 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (270.503639ms) to execute
2022-05-30 07:57:57.298537 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (165.222229ms) to execute
2022-05-30 07:57:57.298704 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (110.120139ms) to execute
2022-05-30 07:57:57.481975 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.2.15\" " with result "range_response_count:1 size:131" took too long (174.52345ms) to execute
2022-05-30 07:57:57.484550 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (119.458922ms) to execute
2022-05-30 07:57:57.882303 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (391.031504ms) to execute
2022-05-30 07:57:57.882525 W | etcdserver: request "header:<ID:5991336796232051238 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.2.15\" mod_revision:66420 > success:<request_put:<key:\"/registry/masterleases/10.0.2.15\" value_size:65 lease:5991336796232051236 >> failure:<request_range:<key:\"/registry/masterleases/10.0.2.15\" > >>" with result "size:18" took too long (138.579175ms) to execute
2022-05-30 07:57:58.132162 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (239.724857ms) to execute
2022-05-30 07:57:58.135007 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:482" took too long (245.25383ms) to execute
2022-05-30 07:58:01.972795 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:58:02.334302 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (130.999114ms) to execute
2022-05-30 07:58:06.522424 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (134.549652ms) to execute
2022-05-30 07:58:06.523073 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (389.499806ms) to execute
2022-05-30 07:58:06.523307 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (1.059291742s) to execute
2022-05-30 07:58:06.523291 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22279" took too long (1.02889024s) to execute
2022-05-30 07:58:06.832603 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-2930/downwardapi-volume-78f8784f-a7a3-43c4-bffb-0deaf38a8285\" " with result "range_response_count:1 size:2712" took too long (111.190894ms) to execute
2022-05-30 07:58:06.834603 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (212.790364ms) to execute
2022-05-30 07:58:06.987328 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (108.96754ms) to execute
2022-05-30 07:58:07.666920 W | etcdserver: request "header:<ID:5991336796232051421 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/my-node\" mod_revision:66465 > success:<request_put:<key:\"/registry/leases/kube-node-lease/my-node\" value_size:533 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/my-node\" > >>" with result "size:18" took too long (176.223163ms) to execute
2022-05-30 07:58:09.081290 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (234.68319ms) to execute
2022-05-30 07:58:09.081676 W | etcdserver: read-only range request "key:\"/registry/storageclasses/\" range_end:\"/registry/storageclasses0\" count_only:true " with result "range_response_count:0 size:6" took too long (362.603676ms) to execute
2022-05-30 07:58:09.081844 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-2930/downwardapi-volume-78f8784f-a7a3-43c4-bffb-0deaf38a8285\" " with result "range_response_count:1 size:2712" took too long (241.912944ms) to execute
2022-05-30 07:58:09.082203 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (181.974529ms) to execute
2022-05-30 07:58:09.401675 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (306.959694ms) to execute
2022-05-30 07:58:09.402563 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (268.899972ms) to execute
2022-05-30 07:58:10.492965 W | etcdserver: read-only range request "key:\"/registry/events/crd-webhook-5093/sample-crd-conversion-webhook-deployment-85d57b96d6.16f3d2fc746f5d88\" " with result "range_response_count:1 size:917" took too long (492.124169ms) to execute
2022-05-30 07:58:10.493494 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (357.251497ms) to execute
2022-05-30 07:58:10.494314 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/\" range_end:\"/registry/services/endpoints0\" count_only:true " with result "range_response_count:0 size:8" took too long (160.643643ms) to execute
2022-05-30 07:58:10.744774 W | etcdserver: read-only range request "key:\"/registry/events/crd-webhook-5093/sample-crd-conversion-webhook-deployment.16f3d2fc641dafab\" " with result "range_response_count:1 size:893" took too long (245.187756ms) to execute
2022-05-30 07:58:11.476075 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (337.427653ms) to execute
2022-05-30 07:58:11.476435 W | etcdserver: read-only range request "key:\"/registry/events/crd-webhook-5093/\" range_end:\"/registry/events/crd-webhook-50930\" " with result "range_response_count:0 size:6" took too long (723.825951ms) to execute
2022-05-30 07:58:11.476561 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-2930/downwardapi-volume-78f8784f-a7a3-43c4-bffb-0deaf38a8285\" " with result "range_response_count:1 size:2712" took too long (389.550655ms) to execute
2022-05-30 07:58:11.969940 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:58:11.994644 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/crd-webhook-5093/\" range_end:\"/registry/resourcequotas/crd-webhook-50930\" " with result "range_response_count:0 size:6" took too long (493.759942ms) to execute
2022-05-30 07:58:11.995533 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (492.235643ms) to execute
2022-05-30 07:58:12.134471 W | etcdserver: read-only range request "key:\"/registry/events/crd-webhook-5093/\" range_end:\"/registry/events/crd-webhook-50930\" " with result "range_response_count:0 size:6" took too long (134.056893ms) to execute
2022-05-30 07:58:12.274426 W | etcdserver: read-only range request "key:\"/registry/events/crd-webhook-5093/\" range_end:\"/registry/events/crd-webhook-50930\" " with result "range_response_count:0 size:6" took too long (134.180956ms) to execute
2022-05-30 07:58:12.274935 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (134.696648ms) to execute
2022-05-30 07:58:12.275137 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (227.496512ms) to execute
2022-05-30 07:58:12.580917 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (290.951049ms) to execute
2022-05-30 07:58:12.586518 W | etcdserver: read-only range request "key:\"/registry/networkpolicies/crd-webhook-5093/\" range_end:\"/registry/networkpolicies/crd-webhook-50930\" " with result "range_response_count:0 size:6" took too long (294.377061ms) to execute
2022-05-30 07:58:12.985447 W | etcdserver: read-only range request "key:\"/registry/networkpolicies/crd-webhook-5093/\" range_end:\"/registry/networkpolicies/crd-webhook-50930\" " with result "range_response_count:0 size:6" took too long (390.63244ms) to execute
2022-05-30 07:58:12.991714 W | etcdserver: request "header:<ID:5991336796232051541 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:66533 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:413 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (218.548034ms) to execute
2022-05-30 07:58:13.238525 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (104.133142ms) to execute
2022-05-30 07:58:13.238750 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy\" " with result "range_response_count:1 size:4524" took too long (236.451509ms) to execute
2022-05-30 07:58:13.240494 W | etcdserver: read-only range request "key:\"/registry/namespaces/crd-webhook-5093\" " with result "range_response_count:1 size:1844" took too long (241.966605ms) to execute
2022-05-30 07:58:14.279903 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (119.494157ms) to execute
2022-05-30 07:58:15.251657 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (238.071041ms) to execute
2022-05-30 07:58:15.252033 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (117.845501ms) to execute
2022-05-30 07:58:16.589548 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (104.964316ms) to execute
2022-05-30 07:58:17.998483 W | etcdserver: request "header:<ID:5991336796232051590 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.2.15\" mod_revision:66529 > success:<request_put:<key:\"/registry/masterleases/10.0.2.15\" value_size:65 lease:5991336796232051588 >> failure:<request_range:<key:\"/registry/masterleases/10.0.2.15\" > >>" with result "size:18" took too long (205.066241ms) to execute
2022-05-30 07:58:17.999336 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (725.169712ms) to execute
2022-05-30 07:58:17.999635 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/\" range_end:\"/registry/apiregistration.k8s.io/apiservices0\" count_only:true " with result "range_response_count:0 size:8" took too long (764.205549ms) to execute
2022-05-30 07:58:17.999956 W | etcdserver: read-only range request "key:\"/registry/pods/downward-api-2930/downwardapi-volume-78f8784f-a7a3-43c4-bffb-0deaf38a8285\" " with result "range_response_count:1 size:3010" took too long (465.819588ms) to execute
2022-05-30 07:58:21.968746 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:58:24.883258 I | mvcc: store.index: compact 65251
2022-05-30 07:58:25.696711 I | mvcc: finished scheduled compaction at 65251 (took 687.343595ms)
2022-05-30 07:58:31.969806 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:58:41.967297 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:58:51.967691 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:01.969026 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:11.967989 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:18.907142 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations/\" range_end:\"/registry/validatingwebhookconfigurations0\" count_only:true " with result "range_response_count:0 size:6" took too long (162.228807ms) to execute
2022-05-30 07:59:18.907277 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (156.218983ms) to execute
2022-05-30 07:59:20.028133 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (107.81329ms) to execute
2022-05-30 07:59:20.289645 W | etcdserver: read-only range request "key:\"/registry/pods/sched-preemption-331/pod0-sched-preemption-low-priority\" " with result "range_response_count:1 size:1905" took too long (171.477767ms) to execute
2022-05-30 07:59:20.290165 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (157.804563ms) to execute
2022-05-30 07:59:21.968806 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:22.260812 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (127.513352ms) to execute
2022-05-30 07:59:22.260989 W | etcdserver: read-only range request "key:\"/registry/pods/daemonsets-5407/\" range_end:\"/registry/pods/daemonsets-54070\" " with result "range_response_count:1 size:3129" took too long (203.669214ms) to execute
2022-05-30 07:59:22.261843 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (207.766043ms) to execute
2022-05-30 07:59:22.392589 W | etcdserver: read-only range request "key:\"/registry/daemonsets/\" range_end:\"/registry/daemonsets0\" count_only:true " with result "range_response_count:0 size:8" took too long (103.981624ms) to execute
2022-05-30 07:59:24.655304 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (358.432796ms) to execute
2022-05-30 07:59:28.690114 W | etcdserver: read-only range request "key:\"/registry/pods/daemonsets-5407/\" range_end:\"/registry/pods/daemonsets-54070\" " with result "range_response_count:1 size:3234" took too long (453.758613ms) to execute
2022-05-30 07:59:28.907969 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (159.692655ms) to execute
2022-05-30 07:59:31.976220 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:38.607083 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (473.782537ms) to execute
2022-05-30 07:59:38.608439 W | etcdserver: read-only range request "key:\"/registry/pods/daemonsets-5407/\" range_end:\"/registry/pods/daemonsets-54070\" " with result "range_response_count:1 size:3129" took too long (375.522101ms) to execute
2022-05-30 07:59:42.315818 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:42.331794 W | etcdserver: read-only range request "key:\"/registry/namespaces/\" range_end:\"/registry/namespaces0\" count_only:true " with result "range_response_count:0 size:8" took too long (683.939698ms) to execute
2022-05-30 07:59:42.332413 W | etcdserver: read-only range request "key:\"/registry/podtemplates/\" range_end:\"/registry/podtemplates0\" count_only:true " with result "range_response_count:0 size:6" took too long (690.480046ms) to execute
2022-05-30 07:59:42.332790 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (689.748847ms) to execute
2022-05-30 07:59:42.334294 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (200.976239ms) to execute
2022-05-30 07:59:43.560921 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (456.516793ms) to execute
2022-05-30 07:59:43.639331 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (491.929584ms) to execute
2022-05-30 07:59:47.859599 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (154.09802ms) to execute
2022-05-30 07:59:48.347703 W | etcdserver: request "header:<ID:5991336796232052785 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/my-node\" mod_revision:66824 > success:<request_put:<key:\"/registry/leases/kube-node-lease/my-node\" value_size:532 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/my-node\" > >>" with result "size:18" took too long (256.389097ms) to execute
2022-05-30 07:59:48.349307 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (215.55026ms) to execute
2022-05-30 07:59:50.108012 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (117.698073ms) to execute
2022-05-30 07:59:50.384599 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/\" range_end:\"/registry/horizontalpodautoscalers0\" count_only:true " with result "range_response_count:0 size:6" took too long (170.051899ms) to execute
2022-05-30 07:59:50.385697 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (257.816004ms) to execute
2022-05-30 07:59:50.389975 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (245.148732ms) to execute
2022-05-30 07:59:50.753514 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy-e2e-job-8e0fe1b369e84dc8\" " with result "range_response_count:1 size:8691" took too long (300.747894ms) to execute
2022-05-30 07:59:50.753644 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (275.756536ms) to execute
2022-05-30 07:59:51.255451 W | etcdserver: request "header:<ID:5991336796232052837 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/serviceaccounts/daemonsets-5407/default\" mod_revision:66740 > success:<request_put:<key:\"/registry/serviceaccounts/daemonsets-5407/default\" value_size:118 >> failure:<request_range:<key:\"/registry/serviceaccounts/daemonsets-5407/default\" > >>" with result "size:18" took too long (177.192527ms) to execute
2022-05-30 07:59:51.257886 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions/daemonsets-5407/\" range_end:\"/registry/controllerrevisions/daemonsets-54070\" " with result "range_response_count:0 size:6" took too long (180.05079ms) to execute
2022-05-30 07:59:51.259969 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (119.962921ms) to execute
2022-05-30 07:59:51.582769 W | etcdserver: read-only range request "key:\"/registry/events/daemonsets-5407/daemon-set-svzfm.16f3d31580fe254c\" " with result "range_response_count:1 size:824" took too long (106.414402ms) to execute
2022-05-30 07:59:51.970585 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 07:59:58.627942 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (114.787418ms) to execute
2022-05-30 07:59:59.783416 W | etcdserver: read-only range request "key:\"/registry/pods/job-1816/adopt-release-4n7ht\" " with result "range_response_count:1 size:2367" took too long (321.060498ms) to execute
2022-05-30 08:00:00.275643 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (136.461522ms) to execute
2022-05-30 08:00:00.277019 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/pods-7533/\" range_end:\"/registry/resourcequotas/pods-75330\" " with result "range_response_count:0 size:6" took too long (342.054567ms) to execute
2022-05-30 08:00:00.278558 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:1 size:1603" took too long (157.976838ms) to execute
2022-05-30 08:00:00.545988 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/pods-7533/default\" " with result "range_response_count:1 size:180" took too long (258.610149ms) to execute
2022-05-30 08:00:00.546471 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (262.411734ms) to execute
2022-05-30 08:00:00.875940 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (229.00779ms) to execute
2022-05-30 08:00:01.970491 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 08:00:03.228752 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (148.857154ms) to execute
2022-05-30 08:00:05.843838 W | etcdserver: read-only range request "key:\"/registry/statefulsets/job-1816/\" range_end:\"/registry/statefulsets/job-18160\" " with result "range_response_count:0 size:6" took too long (166.341628ms) to execute
2022-05-30 08:00:09.641538 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (474.155195ms) to execute
2022-05-30 08:00:09.641689 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (247.907889ms) to execute
2022-05-30 08:00:10.543489 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (889.564517ms) to execute
2022-05-30 08:00:10.543798 W | etcdserver: request "header:<ID:5991336796232053279 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/namespaces/pods-7533\" mod_revision:66939 > success:<request_put:<key:\"/registry/namespaces/pods-7533\" value_size:361 >> failure:<request_range:<key:\"/registry/namespaces/pods-7533\" > >>" with result "size:18" took too long (464.108881ms) to execute
2022-05-30 08:00:10.545949 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (410.00888ms) to execute
2022-05-30 08:00:10.760617 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/\" range_end:\"/registry/apiregistration.k8s.io/apiservices0\" count_only:true " with result "range_response_count:0 size:8" took too long (136.709842ms) to execute
2022-05-30 08:00:10.763185 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (195.161259ms) to execute
2022-05-30 08:00:10.763554 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (192.070424ms) to execute
2022-05-30 08:00:11.857008 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (187.706914ms) to execute
2022-05-30 08:00:12.170877 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 08:00:12.287218 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (144.053602ms) to execute
2022-05-30 08:00:12.288055 W | etcdserver: read-only range request "key:\"/registry/events/pods-7533/pod-update-activedeadlineseconds-c0045b9e-0d99-44a4-b433-e5652783bf16.16f3d31c821b1f1a\" " with result "range_response_count:1 size:918" took too long (425.941257ms) to execute
2022-05-30 08:00:12.808199 W | etcdserver: request "header:<ID:5991336796232053378 > lease_revoke:<id:532581129d23710a>" with result "size:30" took too long (292.149125ms) to execute
2022-05-30 08:00:14.041876 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (172.293911ms) to execute
2022-05-30 08:00:14.467989 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings/\" range_end:\"/registry/clusterrolebindings0\" count_only:true " with result "range_response_count:0 size:8" took too long (176.028967ms) to execute
2022-05-30 08:00:14.468178 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (335.067717ms) to execute
2022-05-30 08:00:14.468282 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (407.220733ms) to execute
2022-05-30 08:00:14.468367 W | etcdserver: read-only range request "key:\"/registry/csinodes/\" range_end:\"/registry/csinodes0\" count_only:true " with result "range_response_count:0 size:8" took too long (186.688239ms) to execute
2022-05-30 08:00:14.751859 W | etcdserver: read-only range request "key:\"/registry/events/\" range_end:\"/registry/events0\" count_only:true " with result "range_response_count:0 size:8" took too long (225.609444ms) to execute
2022-05-30 08:00:15.833176 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/pods-7533/\" range_end:\"/registry/services/endpoints/pods-75330\" " with result "range_response_count:0 size:6" took too long (255.573241ms) to execute
2022-05-30 08:00:16.277672 W | etcdserver: read-only range request "key:\"/registry/ingressclasses/\" range_end:\"/registry/ingressclasses0\" count_only:true " with result "range_response_count:0 size:6" took too long (211.50088ms) to execute
2022-05-30 08:00:16.277981 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/pods-7533/default\" " with result "range_response_count:1 size:216" took too long (421.252479ms) to execute
2022-05-30 08:00:16.278080 W | etcdserver: read-only range request "key:\"/registry/secrets/pods-7533/\" range_end:\"/registry/secrets/pods-75330\" " with result "range_response_count:0 size:6" took too long (421.516205ms) to execute
2022-05-30 08:00:16.278158 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (138.037631ms) to execute
2022-05-30 08:00:17.333145 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (320.174499ms) to execute
2022-05-30 08:00:17.333785 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (190.332589ms) to execute
2022-05-30 08:00:17.334176 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (130.841501ms) to execute
2022-05-30 08:00:17.335045 W | etcdserver: read-only range request "key:\"/registry/pods/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1\" " with result "range_response_count:1 size:2936" took too long (256.340719ms) to execute
2022-05-30 08:00:17.893610 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:611" took too long (537.244995ms) to execute
2022-05-30 08:00:17.894876 W | etcdserver: read-only range request "key:\"/registry/pods/configmap-1604/pod-configmaps-d64f7770-a430-4385-834d-36a0d1f889d1\" " with result "range_response_count:1 size:2936" took too long (533.287103ms) to execute
2022-05-30 08:00:18.200344 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:418" took too long (273.736186ms) to execute
